"","SRR9137553_GSM3823667_CON_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137554_GSM3823668_CON_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137555_GSM3823669_CON_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137556_GSM3823670_CON_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137557_GSM3823671_CON_5_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137558_GSM3823672_CON_6_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137559_GSM3823673_CON_7_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137560_GSM3823674_CON_8_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137565_GSM3823679_RIL_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137566_GSM3823680_RIL_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137567_GSM3823681_RIL_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137568_GSM3823682_RIL_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM"
"ENSMUSG00000115869",8,8,2,6,5,0,6,6,6,2,9,4
"ENSMUSG00000116785",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033306",133,303,434,344,344,215,217,271,260,141,296,157
"ENSMUSG00000068663",6,17,34,18,15,8,12,12,9,1,8,11
"ENSMUSG00000087861",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116875",20,14,56,25,31,7,16,41,18,9,25,10
"ENSMUSG00000065494",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077602",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096960",1,0,0,3,1,1,0,0,0,0,1,0
"ENSMUSG00000087384",0,0,1,1,0,0,0,0,0,0,3,0
"ENSMUSG00000048399",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116828",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038037",17,34,87,47,41,38,28,58,25,7,16,37
"ENSMUSG00000043050",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050058",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022501",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116038",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071671",11,6,23,18,17,14,22,15,6,2,12,11
"ENSMUSG00000079740",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096921",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000037991",0,2,3,0,0,3,0,2,0,0,0,2
"ENSMUSG00000117309",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095369",0,1,1,1,0,0,0,1,0,0,0,0
"ENSMUSG00000022500",359,380,987,651,623,347,640,487,349,257,390,402
"ENSMUSG00002075232",1,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00002075097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115992",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115911",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116274",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037972",0,1,6,2,2,1,1,1,3,1,1,6
"ENSMUSG00000022498",10,16,40,26,37,12,34,33,25,8,8,19
"ENSMUSG00000037965",79,128,247,152,172,152,178,152,117,87,134,160
"ENSMUSG00002076173",20,15,18,32,14,7,2,11,69,4,10,6
"ENSMUSG00000064565",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096959",0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000080790",3,42,19,10,42,7,43,6,33,26,53,43
"ENSMUSG00000081052",0,0,1,0,1,0,2,0,3,0,2,0
"ENSMUSG00000005846",190,198,648,336,366,245,363,284,187,147,255,226
"ENSMUSG00000097537",1,3,1,2,0,0,1,0,1,0,1,0
"ENSMUSG00000022510",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000062203",254,320,855,491,443,273,424,408,253,185,354,227
"ENSMUSG00000088544",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000022496",0,0,0,0,1,0,0,0,0,1,1,0
"ENSMUSG00000065333",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000098103",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038168",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090203",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022512",104,116,206,206,177,80,149,141,160,90,103,118
"ENSMUSG00000038148",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091972",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071669",4,14,4,6,10,2,4,5,8,4,9,6
"ENSMUSG00000082653",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085732",0,0,0,0,1,0,0,0,2,0,1,0
"ENSMUSG00000115936",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065979",79,89,146,122,125,109,150,150,105,61,127,102
"ENSMUSG00000055015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022494",0,0,1,1,1,0,2,0,0,0,0,0
"ENSMUSG00000116403",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000116013",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116520",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116197",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115968",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091416",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101565",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000116170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022514",314,440,644,609,659,356,642,483,575,399,629,519
"ENSMUSG00000092545",13,13,16,32,17,9,21,16,15,17,16,20
"ENSMUSG00000022545",6,28,39,16,18,11,17,19,7,10,9,9
"ENSMUSG00000068428",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000052276",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089705",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056423",0,0,0,0,0,0,1,1,0,0,1,0
"ENSMUSG00000009569",39,58,158,117,101,63,99,74,92,45,73,54
"ENSMUSG00000087526",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076972",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065449",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109857",1,0,0,0,1,1,0,0,0,0,1,0
"ENSMUSG00000099214",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099411",1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000077488",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022685",17,22,29,31,28,23,41,20,31,13,37,29
"ENSMUSG00000022684",69,88,213,126,145,107,115,85,81,65,106,92
"ENSMUSG00000079737",4,30,32,14,11,9,19,13,8,9,12,5
"ENSMUSG00000022683",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000086550",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115907",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118559",3,2,3,2,1,1,3,0,3,1,2,0
"ENSMUSG00000022682",28,97,155,143,94,73,92,68,50,43,62,44
"ENSMUSG00000038127",131,153,291,254,255,146,289,242,141,89,173,126
"ENSMUSG00000116926",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000116654",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116978",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022681",15,31,89,39,32,30,41,36,32,15,24,30
"ENSMUSG00000022523",0,1,0,1,0,0,2,0,1,0,2,1
"ENSMUSG00000076064",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075895",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051065",23,26,36,36,36,20,54,36,22,25,38,40
"ENSMUSG00000116861",16,26,58,26,37,17,35,30,18,16,37,24
"ENSMUSG00000022525",0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000022680",11,21,33,18,27,11,31,8,20,12,27,14
"ENSMUSG00000048939",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083141",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022679",38,49,64,59,80,36,55,50,58,58,67,55
"ENSMUSG00000089818",2,0,0,0,0,0,3,0,0,1,0,1
"ENSMUSG00000038094",1,1,3,4,5,3,2,6,0,0,3,1
"ENSMUSG00000118569",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038084",125,185,280,289,247,190,290,193,213,179,259,206
"ENSMUSG00000116814",0,0,0,0,0,3,0,0,0,0,0,0
"ENSMUSG00000097307",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116891",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097313",2,6,8,13,6,1,4,3,1,0,8,0
"ENSMUSG00000075286",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097184",0,1,0,1,0,3,1,0,1,0,1,0
"ENSMUSG00000116660",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022528",78,83,217,134,153,140,133,171,87,74,139,101
"ENSMUSG00000116997",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116887",1,4,5,2,6,1,5,3,2,1,3,1
"ENSMUSG00002075363",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101888",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097621",0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000116938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023176",195,319,401,384,425,210,411,308,444,296,397,328
"ENSMUSG00000052316",0,0,1,1,1,0,0,0,1,0,0,0
"ENSMUSG00000047953",9,1,13,3,3,4,6,12,2,5,10,3
"ENSMUSG00000022533",366,500,1148,681,688,533,647,609,366,318,611,432
"ENSMUSG00000116960",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022537",1,0,1,3,0,1,6,3,1,0,5,3
"ENSMUSG00000022538",48,81,172,139,95,78,114,68,66,49,98,48
"ENSMUSG00000046546",6,16,23,11,20,12,17,18,11,9,15,19
"ENSMUSG00000116570",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000119500",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116546",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116951",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116737",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116581",0,2,1,2,0,4,2,1,1,2,1,1
"ENSMUSG00000047434",0,7,7,5,3,4,6,7,1,1,0,2
"ENSMUSG00000087605",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049076",31,52,133,97,75,62,78,67,49,25,70,54
"ENSMUSG00000116943",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116946",1,1,9,10,1,2,3,1,2,0,4,1
"ENSMUSG00000047714",97,123,339,240,210,151,209,199,116,117,133,150
"ENSMUSG00002076509",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000116617",0,2,2,0,0,0,1,0,0,2,0,0
"ENSMUSG00000116297",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022548",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000116973",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000115997",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101234",0,0,1,1,0,0,0,0,1,0,1,0
"ENSMUSG00000116690",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046598",226,296,468,538,497,513,746,527,574,433,893,473
"ENSMUSG00000086645",0,1,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000116572",0,0,0,0,1,0,1,0,0,0,1,0
"ENSMUSG00000116762",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000116793",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000116597",0,0,0,0,5,0,0,0,0,0,0,0
"ENSMUSG00000022770",78,154,240,172,138,104,170,164,112,88,156,122
"ENSMUSG00000116781",0,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000089011",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116626",1,0,1,7,0,2,2,3,2,1,3,0
"ENSMUSG00000116778",0,0,5,1,2,1,0,1,1,1,0,0
"ENSMUSG00000022780",1,0,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000083890",1,2,3,2,3,4,3,2,0,1,2,0
"ENSMUSG00000116534",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000045625",1,1,0,3,1,0,0,1,0,0,2,0
"ENSMUSG00000107002",185,208,335,319,340,231,388,275,193,163,297,271
"ENSMUSG00000022774",38,90,177,84,94,83,109,97,74,58,73,69
"ENSMUSG00000022772",59,69,154,100,94,51,96,83,67,41,87,54
"ENSMUSG00000083853",1,0,3,2,1,1,0,1,1,0,1,0
"ENSMUSG00002075981",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116739",0,1,14,7,6,0,4,1,2,1,1,2
"ENSMUSG00000081404",0,0,2,0,0,0,0,0,0,0,0,1
"ENSMUSG00000080928",6,2,5,2,4,2,3,5,0,0,1,6
"ENSMUSG00000022781",126,167,409,259,200,109,225,206,103,74,203,105
"ENSMUSG00000077460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023791",58,91,186,174,140,100,176,114,88,71,97,91
"ENSMUSG00000035790",6,12,55,29,34,15,27,25,20,11,23,15
"ENSMUSG00000086146",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052384",6,23,23,20,21,15,26,18,10,12,24,19
"ENSMUSG00000075269",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035764",32,48,114,95,49,50,63,56,37,29,38,29
"ENSMUSG00000080440",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022787",28,33,52,73,58,49,67,50,54,32,45,64
"ENSMUSG00000088985",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046345",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000014074",28,34,103,81,62,35,77,54,53,33,54,31
"ENSMUSG00000116900",0,1,1,0,1,0,1,0,0,0,0,0
"ENSMUSG00000053774",34,31,69,49,53,30,45,50,33,34,52,43
"ENSMUSG00000079625",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103847",2,0,1,1,0,0,4,0,0,0,0,0
"ENSMUSG00000014075",5,9,43,22,19,13,19,15,13,2,11,14
"ENSMUSG00000005615",20,49,70,50,42,16,23,40,41,14,38,17
"ENSMUSG00000116714",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000035699",1,5,15,14,4,2,8,8,7,1,11,14
"ENSMUSG00000052363",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000116957",0,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000083903",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022801",2,5,11,6,5,2,11,1,3,0,2,3
"ENSMUSG00000091997",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078489",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070225",0,0,3,0,1,1,0,0,0,0,0,1
"ENSMUSG00000035578",0,2,3,3,3,5,4,5,3,2,2,3
"ENSMUSG00000060636",76,116,294,172,167,127,119,145,116,73,142,84
"ENSMUSG00000022802",4,5,15,3,9,2,6,2,6,2,5,3
"ENSMUSG00002076382",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088860",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089109",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022807",48,78,102,73,75,37,88,56,64,41,70,49
"ENSMUSG00000022808",83,138,212,166,140,136,182,145,124,86,170,127
"ENSMUSG00000097318",3,11,6,9,5,8,8,11,3,3,3,3
"ENSMUSG00000022811",94,110,213,136,148,98,110,129,119,88,129,82
"ENSMUSG00000035506",1,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000075254",12,39,49,61,49,30,42,40,45,20,53,48
"ENSMUSG00000090214",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022824",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116916",0,0,2,0,0,1,2,0,0,0,0,0
"ENSMUSG00000022817",52,83,113,107,166,62,185,124,150,70,125,111
"ENSMUSG00000022814",57,104,171,144,111,75,144,117,97,46,93,60
"ENSMUSG00000086083",0,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000061751",13,25,38,39,39,12,47,36,30,18,64,31
"ENSMUSG00000116835",287,330,580,481,628,356,580,437,393,323,476,442
"ENSMUSG00000022832",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022833",0,3,16,7,6,5,3,11,1,0,3,0
"ENSMUSG00000022836",78,114,99,142,139,91,177,109,144,102,138,136
"ENSMUSG00000100593",1,2,0,1,1,1,0,1,1,1,1,2
"ENSMUSG00000116665",0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000116840",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035376",168,234,507,308,316,235,380,295,207,150,226,207
"ENSMUSG00000022840",1,3,3,4,5,1,2,0,2,1,4,2
"ENSMUSG00002075911",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034473",24,47,82,78,58,40,57,56,56,43,62,45
"ENSMUSG00000116624",1,0,0,3,1,1,1,0,3,0,2,0
"ENSMUSG00000064463",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064769",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022844",150,190,301,277,347,228,298,223,289,162,330,259
"ENSMUSG00002076524",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099429",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052133",3,7,4,2,1,5,3,4,7,5,3,5
"ENSMUSG00000052192",505,657,1227,1040,1148,830,1073,769,799,494,937,732
"ENSMUSG00000022848",83,137,188,172,168,117,189,140,139,93,139,139
"ENSMUSG00000087793",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022849",36,17,44,44,26,5,23,16,19,11,20,4
"ENSMUSG00000097914",0,3,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116549",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034422",10,21,63,46,59,18,42,45,28,21,32,20
"ENSMUSG00000116639",0,0,1,0,1,0,0,0,0,0,3,1
"ENSMUSG00000116728",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062279",1,3,9,5,7,2,9,3,2,2,2,4
"ENSMUSG00000049502",56,79,149,123,156,89,87,101,141,55,112,96
"ENSMUSG00000022906",22,48,57,65,70,26,60,50,44,20,50,47
"ENSMUSG00000086324",105,183,303,133,240,33,115,121,334,45,219,60
"ENSMUSG00000022905",205,261,571,410,426,210,325,300,244,179,308,280
"ENSMUSG00000034379",4,1,2,6,3,3,2,2,1,2,1,4
"ENSMUSG00000003955",190,320,867,493,373,343,395,323,241,108,241,187
"ENSMUSG00000075229",63,99,216,151,141,102,142,99,88,61,112,68
"ENSMUSG00000034362",2,4,1,0,0,0,0,0,0,0,2,0
"ENSMUSG00000060956",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059657",0,0,0,2,2,0,0,0,1,0,0,0
"ENSMUSG00002076436",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079597",2,1,3,2,7,7,5,12,1,0,0,2
"ENSMUSG00000118690",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116872",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000078097",0,0,1,0,2,1,0,0,0,0,1,0
"ENSMUSG00000094733",2,5,17,9,5,11,26,12,1,0,7,1
"ENSMUSG00002075226",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000095620",0,1,1,3,0,2,0,0,0,0,0,0
"ENSMUSG00000075228",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118857",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071562",1,0,0,1,1,2,0,0,0,0,2,0
"ENSMUSG00002075883",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116816",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075042",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116897",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088517",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079594",0,0,0,0,0,1,1,0,0,0,0,0
"ENSMUSG00002075419",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071561",0,2,0,1,0,3,0,0,2,1,0,1
"ENSMUSG00000087689",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000119194",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079595",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00002075800",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022902",0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000119903",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116905",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089117",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054905",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116917",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051980",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00002076629",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000116961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116685",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022901",4,9,3,2,2,4,8,4,7,4,5,2
"ENSMUSG00000022900",1,0,0,2,0,0,1,0,0,0,1,0
"ENSMUSG00000116821",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022899",2,18,12,7,8,3,10,9,12,3,2,5
"ENSMUSG00000091786",0,0,0,1,0,0,1,1,0,0,0,0
"ENSMUSG00002075144",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022838",2,2,3,4,5,4,3,1,1,1,0,1
"ENSMUSG00000022837",11,9,40,15,25,16,23,16,26,8,14,7
"ENSMUSG00000116797",0,0,0,0,0,1,0,1,0,0,0,1
"ENSMUSG00000116908",6,15,13,7,9,3,6,7,2,4,5,1
"ENSMUSG00000034243",96,111,326,165,147,102,167,166,148,87,178,123
"ENSMUSG00000084834",1,0,0,1,0,0,0,2,0,0,0,0
"ENSMUSG00000116795",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022831",0,10,6,15,9,4,7,8,9,4,9,8
"ENSMUSG00000047746",1,4,1,0,7,3,2,2,3,2,1,5
"ENSMUSG00000116773",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034206",0,3,0,0,2,1,1,0,0,2,1,0
"ENSMUSG00000022829",0,0,1,2,3,0,0,0,2,0,1,1
"ENSMUSG00000083420",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116854",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022828",11,25,59,41,41,40,40,34,27,24,38,23
"ENSMUSG00000005732",102,237,532,298,352,197,331,270,195,84,278,173
"ENSMUSG00000080364",0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000116925",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022721",26,50,102,63,59,44,58,48,31,20,42,40
"ENSMUSG00000022718",11,13,40,6,11,5,11,15,2,1,6,11
"ENSMUSG00000080452",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093246",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000013539",125,141,241,201,230,158,221,132,176,131,195,128
"ENSMUSG00000065464",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075609",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075123",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000326",1342,1639,2802,2670,2692,1956,1824,2043,2579,1619,2281,1377
"ENSMUSG00000087556",0,7,1,0,4,1,2,2,3,1,1,0
"ENSMUSG00000075704",38,49,101,70,71,44,96,62,61,37,89,56
"ENSMUSG00000116842",1,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000118669",27,13,28,15,28,7,35,18,20,5,15,12
"ENSMUSG00000022797",99,182,384,220,218,189,218,224,134,48,134,120
"ENSMUSG00000022791",39,62,172,105,127,97,145,127,135,57,102,94
"ENSMUSG00000075265",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098225",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118672",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035638",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094430",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000097256",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035629",21,28,110,61,64,45,66,52,61,27,57,47
"ENSMUSG00000022800",78,124,292,172,167,87,175,129,103,79,131,96
"ENSMUSG00000059003",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098100",1,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000098170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076352",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117070",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092564",1,3,2,8,4,3,5,6,4,4,7,4
"ENSMUSG00002076084",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099635",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035868",4,3,14,9,17,4,7,11,19,13,18,14
"ENSMUSG00000073448",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024134",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067929",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117422",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000100345",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117501",0,0,2,0,0,1,0,0,2,0,0,0
"ENSMUSG00000067928",8,9,24,17,21,8,8,19,19,14,8,11
"ENSMUSG00000061544",5,11,13,11,12,12,13,11,5,7,9,10
